,EmployeeID,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkedHours,ScheduleInconsistency,Absences
136,137,No,31,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Sales Executive,21870,1.0,15,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,6.132040229885057,0.30043192774594124,17
137,138,No,43,Travel_Frequently,Sales,14,3,Life Sciences,1,Manufacturing Director,37480,7.0,14,2,,3,3,1,2,4.0,4.0,3.0,2,3,7.675624082232012,0.282024774130353,22
138,139,No,43,Travel_Rarely,Sales,27,4,Life Sciences,2,Sales Representative,39770,4.0,18,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,8.87906162464986,0.30465070374299924,11
139,140,No,25,Travel_Rarely,Human Resources,7,2,Human Resources,1,Manufacturing Director,86330,1.0,19,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,10.895833333333334,0.3027600921053622,17
140,141,No,37,Non-Travel,Research & Development,1,3,Medical,3,Laboratory Technician,20080,3.0,22,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,10.691559370529328,0.31547709769405685,16
141,142,No,31,Travel_Rarely,Research & Development,24,1,Medical,3,Laboratory Technician,44400,1.0,13,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,7.061350574712644,0.3010724694930489,17
142,143,No,39,Travel_Frequently,Research & Development,26,4,Technical Degree,1,Sales Executive,30670,1.0,20,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,9.009047619047617,0.2932359145590827,4
143,144,No,56,Travel_Frequently,Research & Development,20,4,Life Sciences,3,Sales Executive,53210,9.0,14,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,7.4205718270571825,0.2938128423953725,10
144,145,No,30,Travel_Rarely,Sales,5,4,Medical,2,Manufacturing Director,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,7.586258503401362,0.30379954652452734,4
145,146,No,41,Travel_Rarely,Research & Development,7,3,Technical Degree,3,Research Scientist,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,6.623928077455049,0.31755762612570987,8
146,147,No,28,Travel_Rarely,Research & Development,7,3,Medical,3,Healthcare Representative,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,6.193008474576271,0.31717820402867497,13
147,148,Yes,25,Travel_Rarely,Research & Development,5,2,Life Sciences,3,Laboratory Technician,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.47210451977401,0.31134745488471144,13
148,149,No,52,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Sales Representative,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,8.195061728395062,0.30946556781319273,6
149,150,No,45,Travel_Rarely,Research & Development,2,3,Medical,1,Sales Executive,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.788115330520394,0.2714248694234446,12
150,151,No,52,Travel_Rarely,Research & Development,12,3,Medical,2,Research Scientist,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,7.301914893617021,0.3014619576428174,14
151,152,No,42,Travel_Frequently,Sales,10,3,Marketing,2,Healthcare Representative,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.8218884120171674,0.30786876565542576,16
152,153,No,30,Travel_Rarely,Sales,25,3,Marketing,1,Sales Executive,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,7.32268115942029,0.2976823677352953,19
153,154,No,60,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Manufacturing Director,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,6.1643678160919535,0.31346610472416214,17
154,155,No,46,Travel_Rarely,Sales,19,4,Marketing,1,Sales Executive,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.610759493670886,0.2932995838053804,12
155,156,No,42,Travel_Frequently,Research & Development,18,4,Technical Degree,4,Sales Executive,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.595168067226891,0.317779622778901,11
156,157,Yes,24,Travel_Rarely,Research & Development,27,2,Medical,1,Research Scientist,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.6489406779661,0.2970984261547775,13
157,158,Yes,34,Travel_Frequently,Research & Development,5,3,Medical,2,Research Scientist,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,6.2044787077826715,0.2809209034601652,22
158,159,No,38,Travel_Frequently,Sales,3,3,Marketing,2,Sales Executive,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.591279887482418,0.2990865966033569,12
159,160,No,40,Travel_Rarely,Sales,26,4,Marketing,1,Sales Executive,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,6.001159420289855,0.29431589177342865,19
160,161,No,26,Travel_Rarely,Research & Development,3,2,Medical,4,Healthcare Representative,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,6.281350954478708,0.3053724136139297,22
161,162,No,30,Non-Travel,Research & Development,15,3,Medical,2,Sales Executive,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,7.905270655270655,0.28380762692517647,15
162,163,No,29,Travel_Rarely,Research & Development,8,3,Medical,3,Manufacturing Director,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,7.175619834710743,0.291236726188447,7
163,164,Yes,29,Travel_Rarely,Research & Development,19,4,Life Sciences,3,Research Scientist,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,6.65126582278481,0.3058436812717857,12
164,165,Yes,19,Travel_Rarely,Research & Development,4,3,Medical,1,Sales Executive,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,7.905982905982906,0.30948108959515813,15
165,166,No,30,Non-Travel,Research & Development,2,4,Life Sciences,3,Research Scientist,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,6.719037656903765,0.3102374639378458,10
166,167,No,57,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Research Scientist,63060,3.0,12,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,6.290548340548341,0.3216059501211551,18
167,168,No,50,Travel_Rarely,Sales,10,4,Life Sciences,3,Manager,47870,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,7.178189300411522,0.28750430276864475,6
168,169,No,30,Non-Travel,Sales,10,2,Life Sciences,3,Laboratory Technician,188800,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,6.286527777777778,0.3171290179772421,9
169,170,No,60,Travel_Frequently,Research & Development,16,3,Life Sciences,4,Laboratory Technician,23390,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,7.218398268398269,0.28707005933684654,18
170,171,No,47,Travel_Rarely,Research & Development,1,3,Technical Degree,5,Manufacturing Director,135700,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,7.808188405797102,0.29984191206821653,19
171,172,No,46,Travel_Rarely,Sales,4,1,Technical Degree,1,Laboratory Technician,67120,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,6.804889807162534,0.32175156500612867,7
172,173,No,35,Travel_Rarely,Research & Development,15,2,Medical,2,Laboratory Technician,54060,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,6.483760683760683,0.29060928837912253,15
173,174,No,54,Travel_Rarely,Research & Development,2,4,Medical,2,Human Resources,89380,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,7.650829875518672,0.31125240123171166,8
174,175,No,34,Travel_Rarely,Sales,8,2,Life Sciences,1,Laboratory Technician,24390,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,7.586182336182335,0.28225276265108873,15
175,176,No,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,88370,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,9.179700854700856,0.2797024870506651,15
176,177,No,31,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Research Director,53430,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,6.378177966101695,0.28682301669206717,13
177,178,Yes,33,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Research Director,67280,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,8.477492877492878,0.28458593769224766,15
178,179,Yes,33,Travel_Rarely,Sales,5,4,Marketing,2,Research Director,66520,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,6.9649590163934425,0.3105470643793964,5
179,180,No,30,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Sales Executive,48500,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,6.474619640387275,0.3271136970098783,8
180,181,No,35,Travel_Rarely,Research & Development,12,2,Medical,2,Sales Representative,28090,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,8.87603305785124,0.2911961380691206,7
181,182,Yes,31,Travel_Frequently,Research & Development,22,2,Medical,2,Sales Executive,56890,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,6.588157894736843,0.29567400523117854,21
182,183,Yes,34,Travel_Frequently,Sales,17,1,Marketing,1,Research Director,20010,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,10.995358649789027,0.29774039689663956,12
183,184,No,42,Travel_Frequently,Research & Development,2,4,Medical,1,Research Scientist,29770,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,7.810946327683616,0.2839416847848408,13
184,185,No,36,Non-Travel,Research & Development,3,4,Medical,1,Research Scientist,40250,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,7.2295765027322405,0.25616399764986203,5
185,186,Yes,22,Travel_Frequently,Research & Development,7,3,Medical,2,Laboratory Technician,37850,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,6.418732193732192,0.30507227901155387,15
186,187,No,48,Travel_Rarely,Research & Development,6,3,Medical,1,Laboratory Technician,108540,2.0,14,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,6.7795093795093795,0.29978515600828987,18
187,188,No,55,Travel_Rarely,Research & Development,1,3,Medical,1,Sales Executive,120310,3.0,11,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,7.390242165242165,0.30149357274149075,15
188,189,No,41,Non-Travel,Research & Development,3,2,Life Sciences,2,Research Scientist,99360,7.0,17,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,6.191956521739131,0.29921683289127676,19
189,190,No,35,Travel_Rarely,Research & Development,22,3,Medical,1,Sales Representative,29660,9.0,18,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,6.014806866952789,0.3197390647370003,16
190,191,No,40,Travel_Rarely,Research & Development,15,3,Life Sciences,2,Laboratory Technician,25710,7.0,14,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,7.300546448087433,0.28128425252853234,5
191,192,No,39,Travel_Frequently,Research & Development,12,1,Medical,1,Research Scientist,99910,1.0,16,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,7.061845730027549,0.32242081064852385,7
192,193,No,31,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Research Director,61420,4.0,13,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,8.725137741046831,0.29487605268183187,7
193,194,No,42,Travel_Rarely,Research & Development,5,3,Medical,3,Sales Executive,53900,1.0,14,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,10.807768361581921,0.2973967576589459,13
194,195,No,45,Travel_Rarely,Research & Development,2,1,Medical,4,Sales Executive,44040,0.0,23,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,7.40995575221239,0.2966553111890733,23
195,196,Yes,26,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Laboratory Technician,59930,0.0,12,0,8.0,3,7,1,0,,3.0,2.0,3,3,9.190983606557378,0.28710244185205347,5
196,197,No,29,Travel_Rarely,Research & Development,5,3,Medical,1,Research Scientist,51300,4.0,11,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,7.393347953216375,0.29642254523285055,21
197,198,No,33,Travel_Rarely,Research & Development,16,3,Medical,1,Laboratory Technician,20900,4.0,16,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,7.402213001383126,0.28109265956462864,8
198,199,No,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Sales Executive,29090,9.0,14,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,6.712037037037038,0.2801372960017353,15
199,200,Yes,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Sales Executive,34680,1.0,18,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,9.229598893499308,0.3421245631446768,8
200,201,No,40,Non-Travel,Research & Development,1,4,Technical Degree,2,Laboratory Technician,30680,3.0,19,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,6.8811715481171545,0.28827421189788827,10
201,202,No,41,Non-Travel,Research & Development,23,3,Life Sciences,2,Manufacturing Director,26700,2.0,15,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,9.29282608695652,0.29528171056608454,19
202,203,No,26,Travel_Rarely,Research & Development,9,4,Medical,3,Healthcare Representative,26930,5.0,17,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,6.016593886462882,0.2751890436486962,20
203,204,No,35,Travel_Rarely,Research & Development,16,4,Medical,2,Human Resources,95260,1.0,15,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,6.325365497076024,0.29906223305258417,21
204,205,No,34,Travel_Rarely,Research & Development,26,3,Medical,1,Laboratory Technician,52370,1.0,19,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,6.4056258790436,0.3029604587942396,12
205,206,Yes,26,Travel_Rarely,Sales,1,3,Marketing,2,Manufacturing Director,24260,1.0,22,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,8.751072961373392,0.28412544818881147,16
206,207,No,37,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Sales Executive,41930,4.0,16,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,7.389861111111111,0.31146529318372645,9
207,208,No,46,Travel_Frequently,Research & Development,4,1,Medical,5,Human Resources,29110,5.0,13,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,6.196345029239767,0.28946124227499787,21
208,209,No,41,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Research Director,26610,7.0,14,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,7.706485355648535,0.2985646970597927,10
209,210,No,37,Non-Travel,Research & Development,7,2,Medical,1,Sales Executive,20280,1.0,16,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,7.5075380359612724,0.29988414322882934,8
210,211,No,52,Travel_Rarely,Sales,2,1,Medical,1,Laboratory Technician,99800,,11,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3,9.075341530054644,0.28288074093867877,5
211,212,Yes,32,Non-Travel,Research & Development,7,2,Life Sciences,2,Research Director,32980,8.0,22,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,5.993360995850622,0.3164787229562588,8
212,213,No,24,Travel_Frequently,Sales,22,3,Life Sciences,1,Healthcare Representative,29350,0.0,14,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,6.030785123966941,0.29355516705656715,7
213,214,No,38,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Research Scientist,154270,3.0,16,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,6.020013947001394,0.29401349094875634,10
214,215,No,37,Travel_Rarely,Research & Development,1,4,Technical Degree,5,Research Scientist,39440,6.0,11,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,6.8985935302391,0.28291793872412335,12
215,216,No,49,Travel_Rarely,Sales,21,1,Life Sciences,1,Sales Executive,40110,1.0,18,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,10.78118948824343,0.29269382943128763,8
216,217,No,24,Travel_Rarely,Sales,1,3,Marketing,1,Sales Executive,34070,1.0,15,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,8.982828282828283,0.3127343524894853,18
217,218,No,26,Travel_Rarely,Research & Development,19,4,Technical Degree,4,Sales Executive,119940,1.0,14,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,7.3836776859504125,0.3044529044774953,7
218,219,No,24,Travel_Rarely,Sales,7,3,Medical,1,Laboratory Technician,12320,1.0,12,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,6.824137931034482,0.2850089467875984,17
219,220,No,50,Travel_Frequently,Sales,2,2,Marketing,1,Sales Executive,29600,1.0,14,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,6.789139344262294,0.28093931806968053,5
220,221,No,25,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Research Scientist,190940,1.0,16,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,7.408883994126285,0.32677562352253314,22
221,222,Yes,24,Travel_Frequently,Research & Development,2,3,Medical,2,Research Scientist,39190,1.0,21,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,10.824728997289972,0.3140374285070661,3
222,223,Yes,30,Travel_Frequently,Research & Development,9,3,Other,2,Healthcare Representative,68250,1.0,14,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,6.87725321888412,0.3242172471329531,16
223,224,No,34,Travel_Rarely,Sales,6,2,Life Sciences,4,Research Director,102480,1.0,12,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,8.906637806637807,0.300707357728431,18
224,225,Yes,31,Travel_Rarely,Research & Development,9,1,Medical,1,Sales Representative,189470,2.0,12,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3,6.683193863319387,0.2913760920839592,10
225,226,No,35,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Sales Executive,24960,4.0,17,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3,7.924546722454673,0.3031286825189712,10
226,227,No,31,Travel_Rarely,Sales,1,3,Marketing,2,Sales Executive,64650,4.0,17,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3,6.311182336182336,0.29453647649193787,15
227,228,No,27,Travel_Rarely,Sales,22,4,Medical,1,Sales Representative,22060,0.0,14,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3,7.886959553695957,0.28224354818726805,10
228,229,No,37,Travel_Rarely,Sales,9,4,Marketing,2,Laboratory Technician,20860,4.0,14,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3,8.883882030178327,0.28604914952045296,6
229,230,No,20,Travel_Rarely,Research & Development,17,4,Medical,1,Sales Representative,22930,1.0,13,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3,7.089256198347107,0.2907737966967088,7
230,231,No,42,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Manufacturing Director,26450,1.0,15,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3,7.490780141843972,0.32347859043668076,14
231,232,No,43,Travel_Rarely,Research & Development,10,5,Technical Degree,2,Sales Executive,26830,4.0,11,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3,8.685646258503402,0.3000099802433886,4
232,233,No,38,Travel_Rarely,Human Resources,2,4,Medical,1,Human Resources,20140,3.0,17,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3,6.80289256198347,0.3042677588596905,7
233,234,No,43,Travel_Frequently,Sales,4,3,Medical,2,Healthcare Representative,34190,3.0,11,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3,9.125582990397804,0.28362659856000666,6
234,235,No,48,Travel_Rarely,Research & Development,8,1,Medical,2,Laboratory Technician,53760,7.0,13,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3,7.016596343178622,0.3048694427874968,12
235,236,No,44,Travel_Rarely,Sales,29,4,Marketing,2,Sales Executive,19510,4.0,22,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4,6.704312865497076,0.286718113107956,21
236,237,No,34,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Laboratory Technician,23410,1.0,20,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4,8.4016452074392,0.27858884131573486,16
237,238,Yes,27,Travel_Rarely,Sales,27,3,Life Sciences,2,Research Scientist,22930,0.0,18,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,6.482635983263598,0.2896951330196211,10
238,239,No,21,Travel_Rarely,Sales,16,2,Life Sciences,3,Sales Executive,87260,1.0,11,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,7.232536231884057,0.30158292919196233,19
239,240,No,44,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Laboratory Technician,40110,4.0,14,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,8.69033189033189,0.31738596138261427,18
240,241,No,22,Travel_Rarely,Research & Development,2,2,Medical,2,Laboratory Technician,195450,0.0,14,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,6.0369309838472835,0.30183892038046994,22
241,242,No,33,Travel_Rarely,Sales,13,4,Marketing,2,Manufacturing Director,45680,0.0,18,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3,7.282127659574467,0.29273264214754596,14
242,243,No,32,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Healthcare Representative,30220,1.0,16,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,9.377823691460055,0.30688374480761343,7
243,244,No,30,Travel_Frequently,Research & Development,4,5,Technical Degree,3,Manager,57720,1.0,17,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,7.309985935302391,0.2864557000006283,12
244,245,No,53,Travel_Rarely,Research & Development,24,3,Other,3,Manager,22690,7.0,11,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,7.1132624113475185,0.288872012987291,14
245,246,No,34,Travel_Rarely,Research & Development,1,5,Medical,1,Research Scientist,53810,1.0,12,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,7.439051603905161,0.27948586761439703,10
246,247,Yes,45,Travel_Frequently,Research & Development,19,4,Life Sciences,3,Research Director,34410,2.0,13,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,7.574049707602339,0.3194595574328574,21
247,248,No,26,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Manufacturing Director,54540,1.0,13,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,9.963387978142077,0.2914627651382461,5
248,249,No,37,Travel_Rarely,Research & Development,4,3,Medical,1,Manager,98840,1.0,14,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,6.214775910364145,0.30748888256718465,11
249,250,No,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,41570,1.0,17,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,6.81025641025641,0.2932555108649124,15
250,251,No,35,Travel_Rarely,Research & Development,10,5,Medical,4,Laboratory Technician,134580,1.0,11,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,6.6556962025316455,0.3045661961056075,12
251,252,No,33,Travel_Frequently,Research & Development,8,3,Technical Degree,2,Laboratory Technician,90690,3.0,25,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,7.515564738292012,0.3020190363771894,7
252,253,No,54,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Sales Executive,40140,2.0,19,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3,6.408698830409357,0.3102710770692116,21
253,254,No,36,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Research Scientist,59150,2.0,13,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,10.70267229254571,0.2881344427017043,12
254,255,No,27,Travel_Rarely,Sales,9,3,Marketing,5,Research Director,59930,0.0,14,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,7.003478260869564,0.2957508715622419,19
255,256,Yes,20,Travel_Rarely,Research & Development,1,3,Life Sciences,5,Sales Representative,61620,1.0,12,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,8.628711484593836,0.27908684940945444,11
256,257,Yes,33,Travel_Frequently,Research & Development,15,4,Medical,1,Laboratory Technician,24060,1.0,11,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,10.402710027100271,0.31022090494246773,3
257,258,No,35,Non-Travel,Research & Development,2,1,Medical,1,Research Scientist,187400,1.0,19,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,6.731457431457431,0.2931006259011535,18
258,259,No,23,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,76370,2.0,11,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,7.090099715099715,0.2992837913714952,15
259,260,No,25,Travel_Rarely,Research & Development,11,3,Medical,2,Manufacturing Director,100960,0.0,11,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,7.680982019363762,0.3087236386506009,8
260,261,No,38,Travel_Rarely,Research & Development,16,3,Life Sciences,5,Research Scientist,147560,0.0,20,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,6.798415977961433,0.32804834797030363,7
261,262,No,29,Travel_Frequently,Sales,2,4,Life Sciences,4,Healthcare Representative,64990,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,7.805240174672489,0.2898061107214914,20
262,263,No,48,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Sales Executive,97240,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,7.098768115942029,0.2855026575810152,19
263,264,No,27,Travel_Frequently,Sales,4,3,Technical Degree,5,Laboratory Technician,21940,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,8.885612535612534,0.2966968036079231,15
264,265,No,37,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Manager,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,7.604657933042213,0.29962801120050553,20
265,266,No,50,Travel_Rarely,Sales,5,3,Medical,1,Laboratory Technician,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,9.118970189701896,0.29892781304700056,3
266,267,No,34,Travel_Rarely,Research & Development,18,1,Medical,1,Healthcare Representative,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,6.8220545977011495,0.30508688996587957,17
267,268,Yes,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Healthcare Representative,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,7.512448132780083,0.29225747347927566,8
